row_index,mol_id,mol_name,target,charge,n_atoms,xtb_polarizability_au,xtb_total_energy_Eh,xtb_gap_eV,E_total_Eh,E_HOMO_eV,E_LUMO_eV,E_HOMO_minus1_eV,E_LUMO_plus1_eV,dipole_x_D,dipole_y_D,dipole_z_D,dipole_total_D,quadrupole_aniso_au,quadrupole_eig_min_au,quadrupole_eig_max_au,quadrupole_asymmetry,HOMO_LUMO_gap_eV,ionization_potential_eV,electron_affinity_eV,chemical_potential_eV,electronegativity_eV,hardness_eV,softness_inv_eV,electrophilicity_eV,max_charge_transfer,q_mulliken_max,q_mulliken_min,q_mulliken_range,q_mulliken_absmax,q_mulliken_mean_abs,q_mulliken_std,q_mulliken_sum_pos,q_mulliken_sum_neg,q_mulliken_C_mean,q_mulliken_C_min,q_mulliken_C_max,q_mulliken_N_mean,q_mulliken_N_min,q_mulliken_N_max,q_mulliken_O_mean,q_mulliken_O_min,q_mulliken_O_max,q_mulliken_S_mean,q_mulliken_S_min,q_mulliken_S_max,q_mulliken_H_mean,q_mulliken_H_min,q_mulliken_H_max,q_mulliken_F_mean,q_mulliken_F_min,q_mulliken_F_max,q_mulliken_Cl_mean,q_mulliken_Cl_min,q_mulliken_Cl_max,q_mulliken_Br_mean,q_mulliken_Br_min,q_mulliken_Br_max,q_mulliken_I_mean,q_mulliken_I_min,q_mulliken_I_max,q_mulliken_P_mean,q_mulliken_P_min,q_mulliken_P_max,q_lowdin_max,q_lowdin_min,q_lowdin_range,q_lowdin_absmax,q_lowdin_mean_abs,q_lowdin_std,q_lowdin_sum_pos,q_lowdin_sum_neg,q_lowdin_C_mean,q_lowdin_C_min,q_lowdin_C_max,q_lowdin_N_mean,q_lowdin_N_min,q_lowdin_N_max,q_lowdin_O_mean,q_lowdin_O_min,q_lowdin_O_max,q_lowdin_S_mean,q_lowdin_S_min,q_lowdin_S_max,q_lowdin_H_mean,q_lowdin_H_min,q_lowdin_H_max,q_lowdin_F_mean,q_lowdin_F_min,q_lowdin_F_max,q_lowdin_Cl_mean,q_lowdin_Cl_min,q_lowdin_Cl_max,q_lowdin_Br_mean,q_lowdin_Br_min,q_lowdin_Br_max,q_lowdin_I_mean,q_lowdin_I_min,q_lowdin_I_max,q_lowdin_P_mean,q_lowdin_P_min,q_lowdin_P_max,xtb_total_energy_alpb_Eh,xtb_Gsolv_water_Eh,xtb_Gelec_Eh,xtb_Gsasa_Eh,xtb_Ghb_Eh,xtb_logP_proxy,PIC50
31,Mol_32,6GGB-18thActive,TP53,0,28,194.53745,-57.143218169801,1.814025945738,-1717.833686463621,-5.905713973175407,-2.492363062573871,-6.037898241686754,-1.3995543331980347,0.06116159754152992,-0.4171811105156594,-0.5599967499117652,0.7009830097061205,143.04644561920756,-55.29527527998713,94.93497869965455,0.10421051316628467,3.4133509106015363,5.905713973175407,2.492363062573871,-4.199038517874639,4.199038517874639,1.7066754553007681,0.5859344826774752,5.165576272815023,2.460361461713669,0.11265792323398882,-0.17476617610862633,0.28742409934261515,0.17476617610862633,0.05795009874367465,0.0736120248894111,0.8113013824112675,-0.8113013824116229,0.013276828880443617,-0.03318645949717958,0.08256397735772847,-0.0250435181122195,-0.025046954649963205,-0.025040081574475792,-0.1747611649974301,-0.17476617610862633,-0.1747561538862339,0.0,0.0,0.0,0.041075603081780696,-0.04447664502783133,0.11265792323398882,0.0,0.0,0.0,-0.05743553138075619,-0.057443788442178345,-0.05742727431933403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3245951057168135,-0.41694811648930497,0.7415432222061185,0.41694811648930497,0.1631574053570561,0.2060994131150486,2.2842036749985972,-2.284203674998974,0.01936367437734862,-0.1422510959064205,0.3245951057168135,-0.3691347767341844,-0.36913661236141326,-0.3691329411069555,-0.41694676680343346,-0.41694811648930497,-0.41694541711756195,0.0,0.0,0.0,0.17002605910387558,0.10247823498477748,0.22794407553220197,0.0,0.0,0.0,-0.029568413519513115,-0.029570040569893763,-0.029566786469132467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.172079407583,-0.040000258086,-0.030299867192,-0.001486597446,-0.009294553145,0.040000258086,5.099999035
32,Mol_33,6GGB-19thActive,TP53,0,26,161.081379,-50.30289298969,1.656759637947,-838.5919731587724,-6.405885166516767,-2.6860984896178577,-6.514901103048164,-1.215666208673714,-0.23077864869799478,0.3792130934279101,-1.0260588244985647,1.1179705122468184,98.21565638825771,-39.56262543731451,64.96468784681882,0.13547237160222417,3.7197866768989094,6.405885166516767,2.6860984896178577,-4.545991828067312,4.545991828067312,1.8598933384494547,0.5376652409721916,5.555706145515724,2.4442217916954254,0.17232613330659663,-0.17364020528028057,0.3459663385868772,0.17364020528028057,0.06445540696024397,0.08401862337872867,0.8379202904831766,-0.8379202904831666,0.024908554054711245,-0.03359136019749176,0.10631901903315466,0.0,0.0,0.0,-0.13516684991481664,-0.17364020528028057,-0.12169309168679376,0.0,0.0,0.0,0.02399345536166489,-0.044028276956134205,0.17232613330659663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356420265098654,-0.4144199912280424,0.7500620177379078,0.4144199912280424,0.1877627665220803,0.22612312366664883,2.4409159647870515,-2.4409159647870364,0.02001203589333324,-0.14764588368361942,0.3356420265098654,0.0,0.0,0.0,-0.39637752504089896,-0.4144199912280424,-0.3775373959567965,0.0,0.0,0.0,0.16316769970711825,0.09844125125574554,0.3228621115568211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.328467264429,-0.035068215788,-0.025020680013,0.002583815985,-0.013712111459,0.035068215788,5.0
33,Mol_34,6GGB-1stActive,TP53,0,28,169.641773,-49.056127939664,1.275853769645,-798.928762750546,-5.049203163321294,-2.5237632382187503,-6.743415020691,-1.0850131532622214,-3.2714938521705657,-0.2665072307334498,-0.3285144900503312,3.2987300433645745,61.95027315728679,-28.38929456364338,40.17184395611338,0.2422180484413618,2.5254399251025434,5.049203163321294,2.5237632382187503,-3.786483200770022,3.786483200770022,1.2627199625512717,0.7919412297715978,5.6772108840131805,2.9986721625273067,0.13391425180181915,-0.263317148730593,0.3972314005324121,0.263317148730593,0.060989642902601414,0.09033105816056736,0.8538550006364547,-0.853855000636385,0.015588075807809076,-0.04705072253646847,0.08882051752052522,0.008660036877660371,0.008586676863405529,0.008733396891915213,-0.26331568446431675,-0.263317148730593,-0.2633142201980405,0.0,0.0,0.0,0.02910782338640554,-0.04577302836594388,0.13391425180181915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31337297708676104,-0.4734779352351719,0.7868509123219329,0.4734779352351719,0.17845958565645306,0.21686964347895096,2.498434199190365,-2.49843419919032,0.0057224196954156325,-0.11433963579678608,0.31337297708676104,-0.3625037060506462,-0.36250693594029837,-0.362500476160994,-0.47347337406516754,-0.4734779352351719,-0.4734688128951632,0.0,0.0,0.0,0.15918402844958546,0.10207258584219014,0.25238655830352896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.076095969469,-0.026589320794,-0.017720984566,-0.001797511733,-0.008151584193,0.026589320794,5.0
34,Mol_35,6GGB-20thActive,TP53,0,29,179.057365,-60.610505200292,1.658122013355,-1027.0521313353718,-6.576666197800008,-3.2262085071274207,-7.035963495622053,-1.9395597935309883,-1.334496538469784,0.009897304761730195,0.09420830188160026,1.3378543164234278,29.348883544594127,-11.547910840937543,19.452526429363196,0.1175239955728711,3.350457690672587,6.576666197800008,3.2262085071274207,-4.901437352463715,4.901437352463715,1.6752288453362936,0.596933369899833,7.170389940158832,2.9258315161590813,0.19661740632054914,-0.22730636237875856,0.4239237686993077,0.22730636237875856,0.08895037044720444,0.11497256848291819,1.2897803714844387,-1.28978037148449,0.03584288784559112,-0.0688994367056317,0.16255481972785457,0.0,0.0,0.0,-0.17196535621966427,-0.22730636237875856,-0.11848908113902823,0.0,0.0,0.0,0.06176860245425844,-0.025130003837707582,0.19661740632054914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973752624578234,-0.4465002125677078,0.9438754750255312,0.4973752624578234,0.22490293057295774,0.27074765632093845,3.261092493307847,-3.2610924933079275,0.06111543637424486,-0.13036694828788242,0.4973752624578234,0.0,0.0,0.0,-0.4199208098650198,-0.4465002125677078,-0.39424719807071895,0.0,0.0,0.0,0.20034916419704568,0.11266726917508396,0.33722802138824004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.638516114562,-0.035533834058,-0.022146655957,0.005742748433,-0.020210686232,0.035533834058,5.0
35,Mol_36,6GGB-21stActive,TP53,0,37,207.398772,-61.310790392617,1.255821951207,-974.6557280730424,-5.705835920361263,-2.839162064046225,-7.008131655783404,-1.5732183160899844,-0.8025849325258806,-0.2011092226255649,0.6316323027727851,1.040935569211026,80.98217796178359,-42.31720270387557,50.192693077022696,0.37230300650538695,2.866673856315038,5.705835920361263,2.839162064046225,-4.272498992203744,4.272498992203744,1.433336928157519,0.6976726688298254,6.367744833675255,2.9808057744635255,0.251077534705507,-0.39440182105415467,0.6454793557596616,0.39440182105415467,0.07375183156651377,0.12007748411453019,1.3644088839805073,-1.364408883980502,0.06462605051826219,-0.03979469239269129,0.251077534705507,-0.3055173320666258,-0.3055173320666258,-0.3055173320666258,-0.25423058129907145,-0.39440182105415467,-0.17375908917942517,0.0,0.0,0.0,-0.006337322224324934,-0.02978429441507191,0.022816040383209946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334337899459374,-0.43633618436602184,0.7697699743119593,0.43633618436602184,0.12928526484991373,0.1668960149434448,2.3917773997234173,-2.3917773997233915,-0.00741017545684006,-0.13443045509217733,0.3334337899459374,-0.1485311870890227,-0.1485311870890227,-0.1485311870890227,-0.4190144324193656,-0.43633618436602184,-0.4078493740050657,0.0,0.0,0.0,0.10259717617135108,0.07546972078096681,0.1212735061458865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.322766959827,-0.01577857632,-0.014928167711,0.000815803324,-0.002746971632,0.01577857632,4.949999402
36,Mol_37,6GGB-22ndActive,TP53,0,36,198.016984,-54.833732492296,1.803467163356,-845.419039326538,-7.089173084783602,-2.9117364935996872,-7.208780296816095,-1.6493148201635595,-0.863378378158666,0.19592543013300012,0.07751378873940121,0.8887167071060531,70.83144455762609,-32.60102382099834,45.88504244714474,0.24612018557353255,4.177436591183914,7.089173084783602,2.9117364935996872,-5.000454789191645,5.000454789191645,2.088718295591957,0.47876250335452397,5.985620021502995,2.3940302527845105,0.14423586932022747,-0.28952444401101385,0.4337603133312413,0.28952444401101385,0.051176616591052715,0.08371700027932294,0.9211790986389025,-0.9211790986389954,0.023481584517094638,-0.28952444401101385,0.14423586932022747,0.0,0.0,0.0,-0.17008066378264974,-0.1706767562565883,-0.1694845713087112,0.0,0.0,0.0,-0.005156699608906058,-0.024927068391843665,0.008549499507532476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334911660185824,-0.4129174769104438,0.7464086429290262,0.4129174769104438,0.13375573429536866,0.16949441145391864,2.4076032173165816,-2.40760321731669,-0.04520260213830321,-0.28700348586749413,0.3334911660185824,0.0,0.0,0.0,-0.41279916587167964,-0.4129174769104438,-0.4126808548329155,0.0,0.0,0.0,0.10245282313954429,0.0898310089512423,0.12177321967979537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.843271059895,-0.012456859068,-0.011723876491,0.000692855955,-0.00250659823,0.012456859068,4.949999402
37,Mol_38,6GGB-23rdActive,TP53,0,29,172.150539,-48.782574182737,1.654223235922,-782.8950142376511,-5.860838471010458,-2.7324166770248395,-6.928717452949454,-1.3518120908252362,-2.224480030078266,1.1819712599689634,1.3306985472335813,2.8488815502261913,68.46144890381423,-25.888328444609428,45.49672428181271,0.08797265488439864,3.128421793985619,5.860838471010458,2.7324166770248395,-4.2966275740176485,4.2966275740176485,1.5642108969928095,0.6392999830921117,5.901061214092043,2.7468339354225835,0.13205444350545448,-0.24906708243608122,0.3811215259415357,0.24906708243608122,0.053456573186248496,0.077846846662358,0.7751203112006121,-0.7751203112005942,0.016590485445448878,-0.07554480549766662,0.11615124120979292,0.007650967563702871,0.007650967563702871,0.007650967563702871,-0.21246927340501998,-0.24906708243608122,-0.17587146437395873,0.0,0.0,0.0,0.015311845233147436,-0.03434030223690976,0.13205444350545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33158929757055233,-0.4576451444483709,0.7892344420189232,0.4576451444483709,0.1558500460478084,0.19652761933487853,2.2598256676932165,-2.259825667693227,-0.014749155588424342,-0.29423866421547196,0.33158929757055233,-0.3637918005292633,-0.3637918005292633,-0.3637918005292633,-0.43820677585267553,-0.4576451444483709,-0.41876840725698017,0.0,0.0,0.0,0.13285842600554262,0.1003142587467507,0.2512081891890422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.797681716195,-0.020414034796,-0.016222652005,-0.000445955163,-0.004826187326,0.020414034796,4.899998417
38,Mol_39,6GGB-24thActive,TP53,0,31,185.556011,-54.998005285555,1.805548471479,-896.1485969256757,-6.68795224086194,-2.9258024344733635,-7.094328797332367,-1.7322778595379011,0.8233523013315192,-2.9772893088725465,-1.568854160200152,3.464601566820058,79.50833313394165,-38.64428232062713,50.74118414683207,0.2969988471681442,3.7621498063885768,6.68795224086194,2.9258024344733635,-4.806877337667652,4.806877337667652,1.8810749031942884,0.5316109413303433,6.14171974229894,2.5553885863369947,0.15655092267700876,-0.22154257041545655,0.3780934930924653,0.22154257041545655,0.05543081452542813,0.08163125060453665,0.859177625144103,-0.8591776251441692,0.029808409925927537,-0.08528649328350824,0.15655092267700876,-0.04783314146182249,-0.04783314146182249,-0.04783314146182249,-0.1886586004108158,-0.22154257041545655,-0.17093023149297437,0.0,0.0,0.0,0.012443125807214829,-0.03483901241918419,0.11391003664800836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41199959268942177,-0.45166370992761706,0.8636633026170388,0.45166370992761706,0.1686520371824027,0.21054427590147515,2.6141065763272064,-2.614106576327277,0.005693197909456937,-0.3323977388627153,0.41199959268942177,-0.22602175358152365,-0.22602175358152365,-0.22602175358152365,-0.42741795237288055,-0.45166370992761706,-0.4151028577905027,0.0,0.0,0.0,0.12883494946807125,0.10937304017566296,0.226455265486471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.015245473555,-0.022903318608,-0.020987825312,0.001864738209,-0.004860991202,0.022903318608,4.899998417
39,Mol_40,6GGB-25thActive,TP53,0,30,174.801474,-48.502561671463,1.815054080573,-766.8531980585478,-7.104975733830791,-2.913968134890718,-7.215629825234791,-1.6931131892050622,0.7349845167308167,-0.2120337597334984,-0.1076202271085242,0.7724912092597853,71.39758339325594,-32.24524378904142,46.444036129424234,0.22933811908505855,4.1910075989400735,7.104975733830791,2.913968134890718,-5.0094719343607546,5.0094719343607546,2.0955037994700367,0.4772122103777168,5.987774650538616,2.390581174621432,0.12894335646728905,-0.1705270385149742,0.29947039498226324,0.1705270385149742,0.03866452265997222,0.061667987740696935,0.5799678398995755,-0.5799678398995913,0.02602352769524474,-0.06928891267975512,0.12894335646728905,0.0,0.0,0.0,-0.16985172721745379,-0.1705270385149742,-0.16917641591993338,0.0,0.0,0.0,-0.006389415724085347,-0.028488529560845466,0.015937638914007124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33358358604314997,-0.4134033667979793,0.7469869528411293,0.4134033667979793,0.13272159779607554,0.16911662840158379,1.9908239669411556,-1.990823966941111,-0.02845565662320909,-0.2731853118503835,0.33358358604314997,0.0,0.0,0.0,-0.4125256899017593,-0.4134033667979793,-0.4116480130055393,0.0,0.0,0.0,0.10669515714790906,0.09312004530875706,0.1219154435743649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.5120509705,-0.012502628544,-0.011834235129,0.000777666656,-0.002526819769,0.012502628544,4.899998417
40,Mol_41,6GGB-2ndActive,TP53,0,29,177.464185,-55.786973217419,1.84413185975,-931.8970975119084,-7.474480231723294,-3.301435286073717,-7.50862353893158,-2.136145285760469,-1.033206024065303,2.63858346001982,-1.1432595285019216,3.05559809418147,99.23349914614971,-48.584139419124874,63.17799473743827,0.3041305926853168,4.173044945649577,7.474480231723294,3.301435286073717,-5.387957758898505,5.387957758898505,2.0865224728247886,0.47926634533016743,6.9565722846907345,2.5822668239006057,0.22625555957360355,-0.2169566841397863,0.44321224371338985,0.22625555957360355,0.06403458968831709,0.09511088557576781,0.9285015504805677,-0.9285015504806278,0.032080925974329176,-0.04833367167736391,0.1286410260544706,0.22625555957360355,0.22625555957360355,0.22625555957360355,-0.18768476511713716,-0.2169566841397863,-0.15576356998968244,0.0,0.0,0.0,0.004807734586660827,-0.018433497100247997,0.0423671928409769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5937353329155117,-0.4049391809413425,0.9986745138568542,0.5937353329155117,0.16792301007838223,0.22166562299611842,2.4348836461364947,-2.4348836461365906,-0.008819386258744129,-0.30077020629067963,0.33462124476024435,0.5937353329155117,0.5937353329155117,0.5937353329155117,-0.38196643214595616,-0.4049391809413425,-0.36220713470359556,0.0,0.0,0.0,0.11849124328326432,0.10790893838271876,0.12729057118923126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.802666445964,-0.021270945797,-0.022800496621,0.004496418478,-0.004047627352,0.021270945797,4.849999245
41,Mol_42,6GGB-3rdActive,TP53,0,66,367.382309,-116.591515329941,1.652493188241,-2179.6382821059115,-6.43004054545413,-3.201224818125661,-6.7854378477490505,-1.8532610195919577,1.4448587607315742,1.12899183226911,-4.187050527595984,4.5709552083164136,48.59193110291325,-32.09065260777389,19.87952776470472,0.8524460976145383,3.228815727328469,6.43004054545413,3.201224818125661,-4.815632681789896,4.815632681789896,1.6144078636642345,0.6194221562637164,7.182298429000368,2.9829095795283203,0.9507963770316632,-0.4842669429844708,1.435063320016134,0.9507963770316632,0.10091577022728315,0.18420311035939943,3.330220417500304,-3.330220417500384,0.0491280372790258,-0.05828401076938672,0.267222561516121,-0.1543680514783441,-0.1543680514783441,-0.1543680514783441,-0.3160823774973409,-0.4842669429844708,-0.16193652840934547,0.0,0.0,0.0,0.020893022063876103,-0.056541891028289104,0.2009916140105027,-0.2074659451120482,-0.2074659451120482,-0.2074659451120482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9507963770316632,0.9507963770316632,0.9507963770316632,1.5829911557714258,-0.8049842919716905,2.3879754477431163,1.5829911557714258,0.2066340203381051,0.3080817652987553,6.818922671157437,-6.818922671157498,-0.00971463137489259,-0.3031072545151039,0.3843588473699695,-0.2585472806392186,-0.2585472806392186,-0.2585472806392186,-0.5091955374204802,-0.8049842919716905,-0.3408915430433357,0.0,0.0,0.0,0.1218470052058696,0.09414982997363008,0.3306027982761852,-0.2687390378299135,-0.2687390378299135,-0.2687390378299135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5829911557714258,1.5829911557714258,1.5829911557714258,-116.618284515574,-0.03338089026,-0.029969092305,0.004367299385,-0.008859857038,0.03338089026,4.800000875
42,Mol_43,6GGB-4thActive,TP53,0,60,300.270208,-97.496293305058,1.053204612649,-1524.4518790381412,-4.8961007415241555,-2.7177356141892117,-5.70692993863827,-0.8828519535587929,0.5584179880003135,4.844829060239548,-2.8240135294665953,5.635534729453304,120.86591414730415,-53.095775495668185,79.03742990567414,0.20550565622913697,2.178365127334944,4.8961007415241555,2.7177356141892117,-3.8069181778566836,3.8069181778566836,1.089182563667472,0.9181197288293174,6.652982932492233,3.4952066851291774,0.22937504910137907,-0.3694941025023617,0.5988691516037408,0.3694941025023617,0.09334880021163272,0.13460001425110832,2.800464006348924,-2.8004640063490402,0.0662347766495618,-0.050201576158274364,0.22937504910137907,-0.18880534027432838,-0.2746685637637496,-0.10185503086631886,-0.28830054097863655,-0.3694941025023617,-0.18219464131330199,0.0,0.0,0.0,0.03670926859566635,-0.0378649734709855,0.19387369826211487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3252862176404835,-0.5136822397558465,0.83896845739633,0.5136822397558465,0.17773456497968987,0.22329344785532287,5.3320369493905995,-5.332036949390792,0.009263921122468443,-0.11891484424335719,0.3046689677336607,-0.2971786485880692,-0.35479201356900436,-0.24005202444047224,-0.48607777056868134,-0.5136822397558465,-0.44391120061834144,0.0,0.0,0.0,0.13933481975249523,0.06241260806757454,0.3252862176404835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.531708393332,-0.044045841273,-0.024750721602,0.002593845495,-0.022969724865,0.044045841273,4.700000504
43,Mol_44,6GGB-5thActive,TP53,0,25,156.213399,-46.240924676003,1.860354300068,-763.446308861797,-6.79537222323306,-2.8759313048985886,-7.095936173692614,-1.6883005505627804,-1.3683069375996006,0.626844360825391,-0.33919825146208243,1.5428069166220135,93.79314896716348,-43.44130163208998,60.66965485262045,0.25177896060736976,3.9194409183344714,6.79537222323306,2.8759313048985886,-4.835651764065824,4.835651764065824,1.9597204591672357,0.5102768587847168,5.966036603314721,2.4675211923442837,0.2117403627381016,-0.1760135498197517,0.3877539125578533,0.2117403627381016,0.06327345896640411,0.09275843731798272,0.7909182370800631,-0.7909182370800396,0.031392722328569454,-0.08438298189378202,0.2117403627381016,0.0,0.0,0.0,-0.1702039385500047,-0.1760135498197517,-0.16482455013537312,0.0,0.0,0.0,0.008889212881258157,-0.03614108126873106,0.18059521361366704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33546520087713283,-0.4216493616728645,0.7571145625499973,0.4216493616728645,0.16417502081423382,0.20742035610191156,2.0521877601779295,-2.052187760177916,0.007251914607423883,-0.14789070096939927,0.33546520087713283,0.0,0.0,0.0,-0.41635666785380465,-0.4216493616728645,-0.4072403733163146,0.0,0.0,0.0,0.1434428998821866,0.1018304911593042,0.32835826808996693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.256662076615,-0.021321892966,-0.016240302625,0.00233151566,-0.0084938657,0.021321892966,4.700000504
44,Mol_45,6GGB-6thActive,TP53,0,28,170.070508,-58.493449981093,1.567086430492,-988.9864242813442,-6.132768941501647,-3.2679135106654202,-6.551364631327385,-1.610728570513751,0.5431587816807845,-1.3177075351343845,0.03926323646594791,1.425803707389159,22.601887991509525,-11.95552523047805,13.920107521360869,0.3861139565325295,2.8648554308362266,6.132768941501647,3.2679135106654202,-4.700341226083534,4.700341226083534,1.4324277154181133,0.6981155064485112,7.711805420900992,3.2813810955281224,0.2049210191792794,-0.35274720999307263,0.557668229172352,0.35274720999307263,0.10163158617618172,0.1383518355897379,1.4228422064665172,-1.4228422064665716,0.040500174812693156,-0.030451199735159307,0.13540703249691877,0.0,0.0,0.0,-0.21781377229170662,-0.35274720999307263,-0.1550283926039242,0.0,0.0,0.0,0.09248502329656014,-0.015963072127071376,0.2049210191792794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350684440239501,-0.47395057057496537,0.8090190145989155,0.47395057057496537,0.241973023520969,0.2784616656429187,3.3876223292935346,-3.387622329293597,0.0590691295263415,-0.12055989012633717,0.3263022614298583,0.0,0.0,0.0,-0.442285814748292,-0.47395057057496537,-0.4209904126016486,0.0,0.0,0.0,0.22834338439011354,0.12225199499446637,0.3350684440239501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.512697735136,-0.022717540808,-0.011649327157,0.005218107593,-0.017367080942,0.022717540808,4.550000452
45,Mol_46,6GGB-7thActive,TP53,0,29,172.437406,-48.778807984916,1.514424324211,-782.8845741475704,-5.784898343306165,-2.8065128227025364,-6.9744127606354,-1.3798808612319104,-2.018171461278088,-1.6651502249024657,0.07648673538872432,2.617554495956195,62.52485875574456,-22.85563216138905,41.61613136469245,0.06351824014289563,2.9783855206036285,5.784898343306165,2.8065128227025364,-4.2957055830043505,4.2957055830043505,1.4891927603018142,0.6715047418020823,6.195667527995121,2.8845866683730996,0.13558173498065695,-0.2514665784787127,0.38704831345936963,0.2514665784787127,0.058812874822917076,0.08293930697697922,0.8527866849322923,-0.8527866849323029,0.03320391780952807,-0.0654228102232377,0.13558173498065695,-0.12972542801875964,-0.12972542801875964,-0.12972542801875964,-0.21253029385034417,-0.2514665784787127,-0.17359400922197565,0.0,0.0,0.0,0.005157022597865112,-0.04452588769446297,0.1329113206317869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329033348093411,-0.45800074850274974,0.7909040833120908,0.45800074850274974,0.14723004272039883,0.18228616229003525,2.1348356194457807,-2.134835619445785,-0.015773689510529702,-0.1836143401680097,0.3329033348093411,-0.23155838787774652,-0.23155838787774652,-0.23155838787774652,-0.43657615134521865,-0.45800074850274974,-0.41515155418768757,0.0,0.0,0.0,0.121937821202375,0.09585375902643534,0.24519418038585006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.791258744281,-0.016596005308,-0.014263884632,-0.00012577608,-0.003287104293,0.016596005308,4.550000452
