row_index,mol_id,mol_name,target,E_HOMO_eV,E_LUMO_eV,HOMO_LUMO_gap_eV,dipole_total_D,chemical_potential_eV,hardness_eV,electrophilicity_eV,electronegativity_eV,softness_inv_eV,q_mulliken_min,q_mulliken_max,q_mulliken_range,quadrupole_aniso_au,xtb_Gsolv_water_Eh,xtb_gap_eV,PIC50
56,Mol_57,6N0D-Active_29th,TDP1,-5.983039206322984,-2.1775491222672163,3.805490084055768,3.6860707088418208,-4.0802941642951005,1.902745042027884,4.374942543389024,4.0802941642951005,0.5255564870289886,-0.2940933844462936,0.2202302761586994,0.514323660604993,89.44814328749138,-0.025688778456,2.333565987198,6.571703186
57,Mol_58,6N0D-Active_2nd,TDP1,-5.614491856608042,-2.818216156655789,2.7962756999522536,2.6913190025206166,-4.216354006631915,1.3981378499761268,6.357613846712097,4.216354006631915,0.7152370562152187,-0.3279395477628544,0.2299794384149667,0.5579189861778211,102.06417624133745,-0.035133287773,1.202236654,6.508638306
58,Mol_59,6N0D-Active_31st,TDP1,-5.57951611413719,-1.7847022921235298,3.7948138220136602,5.429104779996246,-3.68210920313036,1.8974069110068301,3.5727518712849493,3.68210920313036,0.5270350783477252,-0.3086668107032562,0.2351025569501024,0.5437693676533586,115.91395860934333,-0.034550541752,2.27426199955,6.268491816
59,Mol_60,6N0D-Active_36th,TDP1,-7.089296132498471,-2.8883031229873333,4.200993009511137,0.9004444585610599,-4.988799627742902,2.1004965047555686,5.9243425707732635,4.988799627742902,0.476077916690639,-0.2818605994950545,0.13814863653823561,0.4200092360332901,70.31397967718657,-0.012555528922,1.81611958573,6.161654731
60,Mol_61,6N0D-Active_38th,TDP1,-5.597072630547365,-2.773290680937322,2.8237819496100434,0.8279255443425211,-4.185181655742344,1.4118909748050217,6.202938401097544,4.185181655742344,0.7082699853209964,-0.3946340855143635,0.2535650560151481,0.6481991415295116,71.36583229674059,-0.015679094355,1.249386245833,6.113509275
61,Mol_62,6N0D-Active_3rd,TDP1,-5.349515026868457,-1.4409636316129157,3.9085513952555413,1.8949154767610896,-3.3952393292406864,1.9542756976277706,2.949340800997467,3.3952393292406864,0.5116985291347921,-0.19499816426313465,0.2078011984654129,0.40279936272854755,56.2876447152092,-0.03504297346,2.609108439487,6.110082317
62,Mol_63,6N0D-Active_40th,TDP1,-5.953070735235923,-1.7220357281177756,4.231035007118147,5.208446705761617,-3.8375532316768495,2.1155175035590736,3.4806648446958124,3.8375532316768495,0.4726975779295773,-0.21227902841601143,0.18915872154857727,0.4014377499645887,106.57307920306764,-0.028839902055,2.477800137836,5.969764704
63,Mol_64,6N0D-Active_48th,TDP1,-5.691596142984736,-2.5878868211612445,3.1037093218234912,4.219778310916652,-4.13974148207299,1.5518546609117456,5.521605846879783,4.13974148207299,0.6443902416818338,-0.3148063471500162,0.23917093205376894,0.5539772792037851,86.33274730657826,-0.018949093266,1.484342313443,5.663740448
64,Mol_65,6N0D-Active_4th,TDP1,-5.829289357849206,-1.6668009591247674,4.162488398724439,4.024888397437833,-3.748045158486987,2.0812441993622195,3.3748664655408027,3.748045158486987,0.4804818196281061,-0.3141560457124637,0.25284259216286475,0.5669986378753284,120.12395676864969,-0.023409448674,2.58177727432,5.536390664
65,Mol_66,6N0D-Active_52th,TDP1,-7.040517731828475,-3.518426959576491,3.5220907722519836,4.394120074562989,-5.279472345702483,1.7610453861259918,7.91371661077767,5.279472345702483,0.5678445359093409,-0.24270090493189578,0.24360617532522255,0.48630708025711833,82.2230968999382,-0.02256286401,1.797713947692,5.399996913
66,Mol_67,6N0D-Active_56th,TDP1,-5.894480640797097,-2.8169755767722418,3.077505064024855,4.0447784783636385,-4.355728108784669,1.5387525320124276,6.164853335072739,4.355728108784669,0.6498770784748406,-0.3744856270477266,0.2679520310378356,0.6424376580855622,91.730736156568,-0.026842443737,1.614743697261,5.347395925
67,Mol_68,6N0D-Active_59th,TDP1,-5.879018398049815,-1.763837539470476,4.115180858579339,4.197740020553335,-3.8214279687601453,2.0575904292896694,3.5486439654231168,3.8214279687601453,0.4860053710228544,-0.30380402274899865,0.21261204908418385,0.5164160718331825,115.64348423259709,-0.040100695531,2.427645668814,5.244125144
68,Mol_69,6N0D-Active_62th,TDP1,-5.6992341910340585,-2.623029550334875,3.0762046406991836,3.4753890241835825,-4.161131870684467,1.5381023203495918,5.628695248730435,4.161131870684467,0.6501518050975388,-0.28473976621746644,0.14803515961756375,0.4327749258350302,63.02177750151485,-0.017854385196,1.509505847602,5.050000457
69,Mol_70,6N0D-Active_67th,TDP1,-6.655870488186215,-2.3928372494747983,4.263033238711417,4.245246541120969,-4.524353868830507,2.1315166193557085,4.801693250833989,4.524353868830507,0.4691495205429217,-0.20642757694931113,0.25565239653760585,0.462079973486917,51.70446211852033,-0.014339475235,2.334926505781,5.021230243
70,Mol_71,6N0D-Active_6th,TDP1,-5.512138319437852,-2.6246875580668685,2.887450761370984,1.4563277565965382,-4.068412938752361,1.443725380685492,5.732386526428111,4.068412938752361,0.6926525039860366,-0.3223089725783659,0.19364304362975382,0.5159520162081197,126.01794052751579,-0.039279450644,1.244462167352,5.013299908
71,Mol_72,6N0D-Active_72th,TDP1,-5.3835776340570805,-2.343626360597424,3.0399512734596565,4.354740674917153,-3.863601997327252,1.5199756367298283,4.910414362254821,3.863601997327252,0.6579052820553514,-0.3114374282719705,0.29426980368257816,0.6057072319545487,76.1896904027804,-0.023166894435,1.46562328656,4.889800994
72,Mol_73,6N0D-Active_76th,MAPK1,-5.784875001293803,-2.806398013327971,2.978476987965832,2.61746716511173,-4.295636507310887,1.489238493982916,6.1952780154075695,4.295636507310887,0.671484120267087,-0.25144757483775315,0.13569812179335372,0.3871456966311069,62.52998111844902,-0.016592443031,1.514443359215,7.586700236
73,Mol_74,6N0D-Active_7th,MAPK1,-5.469275400286517,-1.7679561148362224,3.701319285450295,1.7538500906294276,-3.6186157575613698,1.8506596427251476,3.537760185224985,3.6186157575613698,0.5403478721389701,-0.3454930338476654,0.22642668287494772,0.5719197167226131,73.76841328464634,-0.023476747667,2.107588616371,6.436163081
74,Mol_75,6N0D-Active_80th,MAPK1,-6.634086596390982,-3.214700177333294,3.419386419057688,3.282067684333251,-4.924393386862138,1.709693209528844,7.091813342130037,4.924393386862138,0.5849002583776883,-0.17714734977822388,0.5354746915320607,0.7126220413102846,92.84088990020858,-0.026224134938,1.52448039217,6.186218922
75,Mol_76,6N0D-Active_81st,MAPK1,-5.789387336961605,-1.7699686894344622,4.019418647527143,7.508129434369848,-3.7796780131980334,2.0097093237635715,3.554236852695539,3.7796780131980334,0.49758439599976856,-0.3139635485399612,0.20729825761532972,0.5212618061552909,36.77013318869643,-0.031618945819,2.464408461357,5.286215547
76,Mol_77,6N0D-Active_82th,MAPK1,-5.853897135327873,-1.8065821799305328,4.04731495539734,6.79048973309157,-3.8302396576292033,2.02365747769867,3.6248070625961937,3.8302396576292033,0.49415477224792664,-0.22783867676712077,0.1955630805858508,0.4234017573529716,47.80241670110747,-0.038160001098,2.547828757883,5.236212739
77,Mol_78,6N0D-Active_9th,MAPK1,-5.248150440794973,-1.4625990073470856,3.7855514334478872,6.029345892766658,-3.355374724071029,1.8927757167239436,2.974081778273565,3.355374724071029,0.5283246140386993,-0.3159894073372751,0.2636132117934773,0.5796026191307524,142.8491676421014,-0.024010548208,2.15059310526,5.136213347
78,Mol_79,8AOJ-10th,MAPK1,-5.97143461036574,-3.0515823917367544,2.9198522186289853,0.6158804396551935,-4.511508501051247,1.4599261093144926,6.970801064930176,4.511508501051247,0.6849661730274482,-0.26993627159485456,0.19907081960946216,0.4690070912043167,82.78044693849363,-0.025270457957,1.605198419922,5.08621263
79,Mol_80,8AOJ-11th,MAPK1,-5.699516049009903,-2.623466627343806,3.076049421666097,3.47566887675806,-4.161491338176854,1.5380247108330485,5.629951858296523,4.161491338176854,0.6501846120914174,-0.28481198158789933,0.14807166896726986,0.4328836505551692,62.9841623118832,-0.017845016496,1.508807972832,5.036212173
80,Mol_81,8AOJ-12th,MAPK1,-4.358600388820768,-2.1279381152649517,2.230662273555816,2.9611975949600806,-3.2432692520428597,1.115331136777908,4.715548187614717,3.2432692520428597,0.8965947125702154,-0.3226625217187138,0.21320795509993928,0.5358704768186531,140.2701556639376,-0.063180921945,1.046492930242,4.986215108
81,Mol_82,8AOJ-13th,MAPK1,-5.428043755281995,-3.011454213517591,2.416589541764404,1.624661180154472,-4.219748984399793,1.208294770882202,7.368351630927912,4.219748984399793,0.8276126191209769,-0.31203934775903974,0.22793746874335508,0.5399768165023948,78.4590243783405,-0.024786487304,1.169019733692,4.949999402
82,Mol_83,8AOJ-14th,MAPK1,-5.860925496495981,-2.7324323712387737,3.1284931252572075,2.848884487675807,-4.296678933867377,1.5642465626286037,5.901067741429639,4.296678933867377,0.6392854067197514,-0.24907452240364059,0.1320463632844333,0.3811208856880739,68.4594884248903,-0.020407471161,1.654269581801,4.93621269
