PL RMSD,PL RMSF,L RMSD,L RMSF,Docking score,protein_angle,ligand_angle,water_angle,metal_angle,protein_dihedral,ligand_dihedral,water_dihedral,metal_dihedral,protein_elec,ligand_elec,water_elec,metal_elec,protein_stretch,ligand_stretch,water_stretch,metal_stretch,protein_vdw,ligand_vdw,water_vdw,metal_vdw,protein-ligand_angle,protein-water_angle,protein-metal_angle,ligand-water_angle,ligand-metal_angle,water-metal_angle,protein-ligand_dihedral,protein-water_dihedral,protein-metal_dihedral,ligand-water_dihedral,ligand-metal_dihedral,water-metal_dihedral,protein-ligand_elec,protein-water_elec,protein-metal_elec,ligand-water_elec,ligand-metal_elec,water-metal_elec,protein-ligand_stretch,protein-water_stretch,protein-metal_stretch,ligand-water_stretch,ligand-metal_stretch,water-metal_stretch,protein-ligand_vdw,protein-water_vdw,protein-metal_vdw,ligand-water_vdw,ligand-metal_vdw,water-metal_vdw,Explained-variance-ratio-pc1,Explained-variance-ratio-pc2,Explained-variance-ratio-pc3,PCA-components-shape1,PCA-components-shape2,Average-structure-shape,SASA,ALA,ARG,ASN,ASP,CYS,GLN,GLU,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL,Total energy,Potential energy,Kinetic energy,Coulombic energy,Excluded volume interactions,Energy with forces,SS charges_atoms,MACCS_1,MACCS_2,MACCS_3,MACCS_4,MACCS_5,MACCS_6,MACCS_7,MACCS_8,MACCS_9,MACCS_10,MACCS_11,MACCS_12,MACCS_13,MACCS_14,MACCS_15,MACCS_16,MACCS_17,MACCS_18,MACCS_19,MACCS_20,MACCS_21,MACCS_22,MACCS_23,MACCS_24,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_32,MACCS_33,MACCS_34,MACCS_35,MACCS_36,MACCS_37,MACCS_38,MACCS_39,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_45,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_50,MACCS_51,MACCS_52,MACCS_53,MACCS_54,MACCS_55,MACCS_56,MACCS_57,MACCS_58,MACCS_59,MACCS_60,MACCS_61,MACCS_62,MACCS_63,MACCS_64,MACCS_65,MACCS_66,MACCS_67,MACCS_68,MACCS_69,MACCS_70,MACCS_71,MACCS_72,MACCS_73,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_78,MACCS_79,MACCS_80,MACCS_81,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_87,MACCS_88,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_94,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_101,MACCS_102,MACCS_103,MACCS_104,MACCS_105,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_110,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_118,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_124,MACCS_125,MACCS_126,MACCS_127,MACCS_128,MACCS_129,MACCS_130,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166,MACCS_167,pLDDT Mean,pLDDT Std,pLDDT Min,pLDDT Max,pLDDT Q25,pLDDT Q50,pLDDT Q75:,Fraction Hi,Fraction Lo,PAE Mean,PAE Std,PAE Min,PAE Max,PAE Q25,PAE Q50,PAE Q75,PIC50
3.285461538,1.361380952,0.932851,0.545666667,-8.175,1519.650056,15.10825483,0,0,775.4416938,9.458803336,0,0,9275.809214,104.4853289,328159.621,1881.00963,555.1041864,9.058223892,0,0,-428.5127766,19.84426406,13584.30095,3.950114034,0,0,8.04891035,0,0,0,0,0,0.232380282,0,0,0,-0.017537378,-5058.033026,-333.2269272,-5.312510737,-0.385621508,-6515.93755,0,0,10.59889763,0,0,0,-38.37772916,-244.9126966,-5.503323858,-6.52392252,-0.011565835,359.9800483,0.363192514,0.237548568,0.098967578,3,117,39,83.54517582,0.0,0.02,0,15.13,0,0,28.64,0,0,0.0,32.06,0.0,0.0,6.25,0,0,0,4.06,0.0,30.91,-74983.5184,-92405.92921,16648.18764,0.655550284,774.2231693,-1406.076986,8477.986967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,5.099999035
2.977554,1.306208333,0.261618,0.424541667,-5.74,1519.565248,8.960066289,0,0,795.244337,22.28643474,0,0,9297.031694,192.7948174,357400.4097,2022.541706,554.1737029,10.67628077,0,0,-433.8757227,20.33764368,12034.91616,3.036721197,0,0,8.146471947,0,0,0,0,0,0.220263573,0,0,0,-11.26608815,-5192.27568,-152.4975089,-26.11255169,0.099429159,-7111.981595,0,0,10.88325179,0,0,0,-41.1320973,-253.291698,-6.030640107,-2.649476654,-0.014247207,370.480435,0.540176497,0.168885604,0.114181527,3,90,30,59.14055689,0.0,0.01,0,14.51,0,0,11.14,0,0,0.01,20.5,0.0,0.0,0.26,0,0,0,1.4,0.0,23.34,-74294.96978,-91651.26183,17049.12876,0.683802587,307.163292,-1360.116621,8996.745731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,5.017733291
4.947202,3.39485,0.350476,0.41015,-7.695,1524.79453,11.43143457,0,0,775.2831162,-1.026378253,0,0,9294.149604,120.1229529,328447.2472,1855.578804,555.2354798,7.981185129,0,0,-423.113822,12.74325166,13597.46757,4.060520329,0,0,7.953156557,0,0,0,0,0,0.272244944,0,0,0,-9.045781731,-5102.220605,-363.1575083,-24.11429353,-0.48217004,-6454.833361,0,0,13.32723436,0,0,0,-28.51687457,-251.0873025,-5.18329599,-8.76037767,-0.038951019,361.7593775,0.720898426,0.100664528,0.073980366,3,72,24,147.2559241,0.0,0.46,0,5.59,0,0,13.57,0,0,0.0,9.03,0.0,0.0,0.69,0,0,0,1.66,0.0,10.19,-75006.70558,-92536.97849,16651.21689,0.558374642,879.0560163,-1406.483639,8485.723242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,5.013743456
4.270479,3.0997,1.728325,1.08345,-7.301,1519.820279,31.11534527,0,0,786.5151082,7.854963126,0,0,9239.857927,256.1927205,358969.5772,2012.878183,554.360109,16.29676052,0,0,-426.6188705,22.61415095,12080.37519,3.179079943,0,0,8.216495791,0,0,0,0,0,0.215051841,0,0,0,-7.82009916,-5095.003759,-156.0354035,-36.48097878,0.054338332,-7093.68796,0,0,10.41630862,0,0,0,-43.63253327,-258.9013831,-5.433584806,-17.98855905,-0.067904134,370.4303396,0.287884055,0.217287167,0.123217082,3,210,70,368.0312388,0.0,0.0,0,12.77,0,0,25.15,0,0,0.0,11.39,0.0,0.0,0.1,0,0,0,13.95,0.0,22.74,-74387.74139,-92019.33167,17143.13143,0.798178037,488.4588597,-1366.338453,9036.864854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,5.008773924
3.766713287,1.17255,0.470488,0.16375,-8.508,1516.651946,9.114472618,0,0,785.4104009,10.72341646,0,0,9262.853496,187.8795509,328381.1286,1846.3677,555.1178501,8.699827937,0,0,-424.213022,17.39456555,13601.29625,3.889220356,0,0,7.71083596,0,0,0,0,0,0.201648891,0,0,0,-14.69770752,-5131.445309,-278.5786711,-28.64182729,-0.221810515,-6500.340307,0,0,11.83952984,0,0,0,-31.24897576,-249.123648,-7.652331464,-3.711429024,-0.010380296,362.7401666,0.456840257,0.169486934,0.120412329,3,90,30,108.4896254,0.0,0.02,0,25.06,0,0,25.76,0,0,0.0,1.59,0.0,0.0,0.01,0,0,0,0.3,0.0,12.86,-74970.68544,-92486.94239,16651.43792,0.727611422,864.8190319,-1406.79649,8484.463067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.973740554
5.484711289,2.252666667,0.220244,0.175555556,-8.358,1516.578606,8.368878152,0,0,789.5287841,7.671291491,0,0,9207.731092,141.5167931,328394.3518,1870.700045,553.7699332,7.719605976,0,0,-438.3134018,17.88530941,13605.414,3.84707912,0,0,7.993969235,0,0,0,0,0,0.189753024,0,0,0,-3.308011646,-4966.170383,-325.5522848,-19.55245081,-1.213365019,-6500.839752,0,0,10.48849989,0,0,0,-32.30938513,-250.9309313,-4.30644881,-2.400346607,0.045753065,359.8762057,0.473935965,0.365075646,0.060582744,3,78,26,54.74906693,0.0,0.04,0,4.76,0,0,4.48,0,0,0.0,25.2,0.0,0.0,3.79,0,0,0,0.33,0.0,20.2,-74979.70183,-92516.4937,16651.76077,0.920950696,885.0311061,-1406.977383,8485.950967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.925066593
4.636583417,2.732823529,0.214989,0.170588235,-8.636,1521.156533,7.254110676,0,0,776.1845244,8.857004349,0,0,9233.361458,147.0004624,328364.2564,1880.818865,555.0492799,7.04158512,0,0,-439.2824333,15.85666512,13597.45159,3.61250531,0,0,8.117120399,0,0,0,0,0,0.20616929,0,0,0,-3.522950986,-4962.902832,-363.0658089,-10.58970634,-0.148463446,-6486.412602,0,0,10.83090221,0,0,0,-32.80763915,-250.4393971,-4.117397079,-2.822943286,-0.01280028,359.3469868,0.722321294,0.163936304,0.047636426,3,78,26,49.15675624,0.0,0.04,0,11.68,0,0,6.09,0,0,0.0,21.05,0.0,0.0,1.01,0,0,0,3.74,0.0,19.96,-75068.40411,-92481.95716,16649.26593,0.630838966,764.2871133,-1406.210177,8484.962517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.913739855
3.222619381,2.37305,0.246284,0.2266,-8.777,1519.861525,10.01299493,0,0,788.9089696,13.69068295,0,0,9211.685626,187.8638736,328268.2659,1869.263302,555.4656254,8.874915453,0,0,-441.4517878,20.41687084,13591.79809,3.966325693,0,0,7.944981053,0,0,0,0,0,0.233791958,0,0,0,-12.56333746,-4945.628324,-349.7604494,-9.152923202,0.103833449,-6478.373577,0,0,10.62424488,0,0,0,-37.47819897,-247.4265765,-5.091863653,-5.188135193,-0.02223123,360.3597669,0.745134089,0.121295743,0.044262649,3,84,28,73.26542857,0.0,0.1,0,12.29,0,0,15.78,0,0,0.0,17.4,0.0,0.0,0.67,0,0,0,0.15,0.0,19.27,-75018.72168,-92479.45961,16647.72709,1.076429461,813.0108443,-1406.021898,8484.097167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.849999245
3.187711289,1.717111111,0.242678,0.257277778,-7.906,1521.349732,7.876870439,0,0,783.6819656,9.14517822,0,0,9247.81013,164.0007414,328415.3438,1866.489316,554.1835331,8.305282654,0,0,-419.806631,17.84412465,13609.22207,3.951782443,0,0,7.77269942,0,0,0,0,0,0.234804411,0,0,0,-10.09339463,-5046.24794,-330.4212567,-18.66402632,-1.064775347,-6481.42884,0,0,11.72155335,0,0,0,-32.35595298,-260.2651776,-7.608389106,-2.647361225,-0.012362968,361.6323564,0.519674027,0.141837663,0.131682302,3,78,26,52.3401019,0.0,0.01,0,15.04,0,0,4.0,0,0,0.0,24.63,0.0,0.0,0.87,0,0,0,0.94,0.0,20.86,-75028.06782,-92489.14028,16652.14657,0.617126663,808.9258958,-1406.871231,8485.950967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.775065718
4.086132867,2.272761905,0.488056,0.325714286,-8.121,1522.338322,9.437294453,0,0,784.6560879,10.47338065,0,0,9275.142825,233.9413992,328558.7308,1879.830357,554.8937365,9.246166069,0,0,-425.7133209,18.58501232,13620.15312,3.480952023,0,0,8.430548905,0,0,0,0,0,0.204111927,0,0,0,23.91139698,-4986.597264,-471.5832915,-182.2518164,-44.00396788,-6279.974621,0,0,12.87421235,0,0,0,-31.89010869,-257.8355236,-4.846101067,5.046337081,0.366695014,358.2421675,0.806523168,0.058137308,0.052085101,3,84,28,95.79063536,0.0,0.02,0,16.7,0,0,3.71,0,0,0.0,23.27,0.0,0.0,1.13,0,0,0,1.8,0.0,19.05,-75233.02629,-92567.04968,16662.20359,0.75779721,671.8198009,-1408.282915,8491.771967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.701088003
3.559842,0.957409091,0.440874,0.236772727,-5.401,1513.697575,14.46779582,0,0,798.3049144,21.27170317,0,0,9310.527941,154.8011452,357042.2926,2020.14242,554.7927869,10.06820571,0,0,-426.0611829,20.10786167,12013.18689,2.933306872,0,0,8.172976234,0,0,0,0,0,0.213522557,0,0,0,-6.578682604,-5252.344897,-172.8281576,-9.638552067,0.115588115,-7086.22781,0,0,10.22995189,0,0,0,-35.93554069,-253.2474754,-5.576583947,-6.550030742,-0.029364261,370.0885334,0.421296001,0.201556881,0.123410305,3,111,37,84.37113972,0.0,0.0,0,5.58,0,0,8.97,0,0,0.0,34.96,0.0,0.0,6.43,0,0,0,3.9,0.0,25.16,-74122.69388,-91508.68819,17036.29489,0.90223421,349.6994279,-1358.866341,8985.592775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.349999603
6.953374625,2.46865,0.348261,0.41155,-8.072,1524.780597,13.28633372,0,0,772.3383029,7.724699913,0,0,9267.579135,103.3697191,328263.5846,1855.855536,555.3635856,8.516125472,0,0,-409.0626258,19.06764058,13592.69611,3.987623748,0,0,7.782007849,0,0,0,0,0,0.354894248,0,0,0,-5.318061709,-5065.685,-360.7774778,-1.921338364,0.261299615,-6464.226339,0,0,13.36471273,0,0,0,-36.53486781,-259.3282908,-6.782785126,-6.222038792,-0.012184567,362.4282878,0.379963633,0.354985862,0.055941109,3,108,36,76.61345954,0.0,0.0,0,30.85,0,0,13.13,0,0,7.04,32.8,0.0,0.0,0.24,0,0,0,13.98,0.0,28.74,-74819.64092,-92451.83484,16651.16718,0.625209369,981.0267409,-1406.062667,8480.991167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.300000202
6.328622378,0.220777778,0.294148,0.220777778,-8.235,1520.7659,9.767185431,0,0,770.7546278,10.03524238,0,0,9296.236823,157.8490487,328309.5027,1872.667475,554.5013663,8.204119506,0,0,-429.7182118,19.12623424,13597.14417,3.954972951,0,0,7.846878344,0,0,0,0,0,0.183709709,0,0,0,-3.601624572,-5074.654789,-367.1178723,-10.35796609,-0.215687067,-6469.593771,0,0,10.43936847,0,0,0,-33.34071565,-253.736347,-4.732182441,-4.590217201,-0.016663932,360.4131918,0.632623579,0.148141435,0.06579022,3,87,29,73.58106993,0.0,0.01,0,13.61,0,0,8.44,0,0,0.0,12.4,0.0,0.0,0.75,0,0,0,0.64,0.0,18.9,-75351.10956,-92454.87966,16647.34991,1.009913766,456.4201903,-1406.380709,8482.947117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.16374173
4.039725275,2.5934,0.640903,0.3944,-8.448,1519.895003,10.40733258,0,0,789.9527445,11.55287774,0,0,9189.664514,127.0261083,328306.2396,1874.036799,555.5558709,8.01533856,0,0,-429.904056,17.29253481,13582.73969,3.517715461,0,0,8.13537569,0,0,0,0,0,0.224237167,0,0,0,-3.870578425,-4956.941313,-320.4476386,-19.38439095,-0.507218403,-6517.385499,0,0,10.84255624,0,0,0,-36.59308804,-247.4422303,-4.425850689,-4.730013862,-0.016617624,360.3718394,0.640203631,0.146497687,0.074562376,3,93,31,76.7875994,0.0,1.43,0,12.66,0,0,15.94,0,0,0.0,26.06,0.0,0.0,5.29,0,0,0,3.51,0.0,27.73,-74996.9117,-92470.29907,16649.42859,0.834832338,823.95878,-1406.171265,8482.632367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.100000128
3.678831169,2.080888889,0.468333,0.283055556,-8.464,1522.694237,9.002578578,0,0,775.6898957,7.259653816,0,0,9262.560343,106.0722763,328259.357,1899.343905,554.5372493,7.273448089,0,0,-437.6892021,16.03979786,13595.16634,3.733138503,0,0,7.998024296,0,0,0,0,0,0.20804543,0,0,0,-0.475495217,-4965.190986,-408.4785507,-5.222967733,-0.1825086,-6478.734519,0,0,10.76174096,0,0,0,-33.86955501,-243.8394059,-6.017896511,-5.423734663,-0.013892519,359.6042614,0.502075555,0.170226609,0.124050469,3,90,30,70.36934266,0.0,0.28,0,9.52,0,0,5.05,0,0,0.01,25.84,0.0,0.0,2.5,0,0,0,2.61,0.0,23.03,-75149.70725,-92451.83388,16648.67158,0.79028963,653.4550474,-1406.501731,8481.907367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,93.72,10.42,43.39,98.9,94.77,97.98,98.59,0.8539,0.0548,5.57,8.44,0.8,31.4,1.4,1.9,3.5,4.04999997
